Price,Close,High,Low,Open,Volume
Ticker,GOOGL,GOOGL,GOOGL,GOOGL,GOOGL
Date,,,,,
2019-01-02,52.30172348022461,52.604719228090424,50.8437723354211,50.93898605822551,31868000
2019-01-03,50.85319900512695,52.875981979933826,50.69947078305662,52.10287264182408,41960000
2019-01-04,53.461639404296875,53.55734876361941,51.41802873823579,51.700692372040024,46022000
2019-01-07,53.35502243041992,53.69124047708747,52.696463948265446,53.60545126402301,47446000
2019-01-08,53.823646545410156,54.21937410077029,52.979620715422925,53.854886302804,35414000
2019-01-09,53.6391716003418,54.13457733639377,53.2781531970929,53.95357439752464,26998000
2019-01-10,53.49932861328125,53.54792673522367,52.797627727154754,53.30642301238766,26598000
2019-01-11,52.78721618652344,53.228568134505245,52.388511032973454,53.056490286355086,30864000
2019-01-14,52.1445198059082,52.48867544056509,51.99773419668056,52.23526908092777,28490000
2019-01-15,53.88018035888672,53.96746024116966,52.28982429846491,52.46686220785265,37518000
2019-01-16,54.02894973754883,54.666184830089556,53.95456755691764,54.05325069106837,38280000
2019-01-17,54.50551223754883,54.58386323084634,53.71900961368092,53.95357453146832,24896000
2019-01-18,54.91115951538086,55.44177382173564,54.51344565423578,54.97512970149426,44892000
2019-01-22,53.48940658569336,54.49807201599434,53.105577913242634,54.35078698504477,39632000
2019-01-23,53.77604293823242,54.19954087399449,52.94094594559311,53.89753635595871,25194000
2019-01-24,53.75571060180664,53.95407191142613,53.06243916780323,53.68182026674649,29114000
2019-01-25,54.62403869628906,54.71577924979973,54.14251807661502,54.26302024707505,23260000
2019-01-28,53.55040740966797,54.22036915695017,53.29005842382145,54.05672457402515,29334000
2019-01-29,53.064422607421875,53.7919113705398,52.86407877841263,53.6089221228322,19704000
2019-01-30,54.44947814941406,54.525351001051796,53.390727629345626,53.426431833040915,29452000
2019-01-31,55.833038330078125,55.92130947092157,54.80950019306475,55.15613401300113,40232000
2019-02-01,55.47251892089844,56.25505273717581,55.25581177728074,55.65451311988307,33116000
2019-02-04,56.603172302246094,56.648796650028686,55.41747272312424,55.49185868396291,78408000
2019-02-05,57.12139129638672,57.16602438858918,55.71948013382828,56.01850709621822,82296000
2019-02-06,55.684268951416016,57.227018124056855,55.459624180838055,56.99245699091347,48256000
2019-02-07,54.84223175048828,55.14373685655709,54.23128012441886,55.13530738050181,38298000
2019-02-08,54.66717529296875,54.80206204094916,54.263513873819036,54.29524926151284,21766000
2019-02-11,54.65428161621094,55.21514822312965,54.54915152300957,54.73511453956528,18498000
