Date,Open,High,Low,Close,Volume
2019-01-02,50.93898605822551,52.60471922809042,50.8437723354211,52.30172348022461,31868000
2019-01-03,52.10287264182408,52.87598197993383,50.69947078305662,50.85319900512695,41960000
2019-01-04,51.70069237204002,53.55734876361941,51.41802873823579,53.46163940429688,46022000
2019-01-07,53.60545126402301,53.69124047708747,52.696463948265446,53.35502243041992,47446000
2019-01-08,53.854886302804,54.21937410077029,52.979620715422925,53.82364654541016,35414000
2019-01-09,53.95357439752464,54.13457733639377,53.2781531970929,53.6391716003418,26998000
2019-01-10,53.30642301238766,53.54792673522367,52.797627727154754,53.49932861328125,26598000
2019-01-11,53.056490286355086,53.228568134505245,52.388511032973454,52.78721618652344,30864000
2019-01-14,52.23526908092777,52.48867544056509,51.99773419668056,52.1445198059082,28490000
2019-01-15,52.46686220785265,53.96746024116966,52.28982429846491,53.88018035888672,37518000
2019-01-16,54.05325069106837,54.66618483008956,53.95456755691764,54.02894973754883,38280000
2019-01-17,53.95357453146832,54.58386323084634,53.71900961368092,54.50551223754883,24896000
2019-01-18,54.97512970149426,55.44177382173564,54.51344565423578,54.91115951538086,44892000
2019-01-22,54.35078698504477,54.49807201599434,53.10557791324264,53.48940658569336,39632000
2019-01-23,53.89753635595871,54.19954087399449,52.94094594559311,53.77604293823242,25194000
2019-01-24,53.68182026674649,53.95407191142613,53.06243916780323,53.75571060180664,29114000
2019-01-25,54.26302024707505,54.71577924979973,54.14251807661502,54.62403869628906,23260000
2019-01-28,54.05672457402515,54.22036915695017,53.29005842382145,53.55040740966797,29334000
2019-01-29,53.6089221228322,53.7919113705398,52.86407877841263,53.06442260742188,19704000
2019-01-30,53.42643183304092,54.5253510010518,53.390727629345626,54.44947814941406,29452000
2019-01-31,55.15613401300113,55.92130947092157,54.80950019306475,55.833038330078125,40232000
2019-02-01,55.65451311988307,56.25505273717581,55.25581177728074,55.47251892089844,33116000
2019-02-04,55.49185868396291,56.648796650028686,55.41747272312424,56.603172302246094,78408000
2019-02-05,56.01850709621822,57.16602438858918,55.71948013382828,57.12139129638672,82296000
2019-02-06,56.99245699091347,57.227018124056855,55.459624180838055,55.684268951416016,48256000
2019-02-07,55.13530738050181,55.14373685655709,54.23128012441886,54.84223175048828,38298000
2019-02-08,54.29524926151284,54.80206204094916,54.26351387381904,54.66717529296875,21766000
2019-02-11,54.73511453956528,55.21514822312965,54.54915152300957,54.65428161621094,18498000
2019-02-12,55.0951360411319,56.17868308689536,55.0951360411319,55.91684722900391,35036000
2019-02-13,56.18761512670936,56.674095813860056,55.838499345287154,55.96892166137695,28042000
2019-02-14,55.78890707502711,56.34084481447658,55.39664888901063,55.99718475341797,21106000
2019-02-15,56.49804146814514,56.49804146814514,55.37829460553834,55.52260208129883,27826000
2019-02-19,55.37433038810258,56.01899988835893,55.37433038810258,55.86378479003906,21980000
2019-02-20,55.98131675352632,56.08297744721995,55.1318389376627,55.57021331787109,24090000
2019-02-21,55.480451774038514,55.49880139566847,54.44897603280645,54.7579231262207,33272000
2019-02-22,55.030174478552766,55.40457864300607,54.57394613575661,55.370361328125,29436000
2019-02-25,55.63666444539481,55.8087422864152,55.24887071273336,55.40855026245117,26208000
2019-02-26,55.2617601915769,55.860313518973165,54.88140468154048,55.64062881469727,35026000
2019-02-27,55.243908298338845,55.82510324372257,54.97364296316191,55.684268951416016,22092000
2019-02-28,55.49136425895649,56.23472068766266,55.46210701631137,55.86576843261719,27422000
2019-03-01,56.08644635618862,57.02865975225924,56.08644635618862,56.955265045166016,34086000
2019-03-04,57.25478559725147,57.79829379741478,56.44596836483553,57.1982536315918,35490000
2019-03-05,57.32619922743179,58.34230294891412,57.17842234025884,57.98029327392578,40094000
2019-03-06,58.10773940107333,58.255516282129726,57.67580822390743,57.76953506469727,23602000
2019-03-07,57.549355197546085,57.70209215281522,56.61755383444335,57.07080841064453,30086000
2019-03-08,56.23026120860761,57.19974938406611,56.04677632281344,57.02717590332031,23694000
2019-03-11,57.12783774077728,58.51189868070061,57.10651434454248,58.47966766357422,30032000
2019-03-12,58.63042169944413,59.79132473914349,58.63042169944413,59.37179183959961,42220000
2019-03-13,59.80223411527283,59.86124422838143,59.40452025427546,59.4615478515625,25888000
2019-03-14,59.459566851406144,59.74123922576075,59.07326001338981,59.137725830078125,27302000
2019-03-15,59.40898391890877,59.59345625699959,58.86398502991321,59.027137756347656,51886000
2019-03-18,58.99689299412043,59.257737607989256,58.58975837909338,58.94036102294922,24442000
2019-03-19,59.09756063530561,59.67727252410539,58.98548794714954,59.63016128540039,29788000
2019-03-20,59.5775957857517,60.99537850846719,59.4878377505703,60.8188362121582,41508000
2019-03-21,60.49996589969895,61.3152263429642,60.33036621206726,61.29985427856445,28150000
2019-03-22,60.93884747487413,61.17588678135736,59.80571090634118,59.88753509521485,34422000
2019-03-25,59.48635015017521,59.97630022851634,59.01226776678589,59.37824249267578,27576000
2019-03-26,59.76554018730215,59.88753302286627,58.60364582572859,59.00433349609375,30752000
2019-03-27,59.10747706719448,59.10747706719448,57.73432377537689,58.41767883300781,29428000
2019-03-28,58.293205073603154,58.37998553960002,57.69465178230228,58.13302612304688,22402000
2019-03-29,58.52529343654562,58.71324277100168,57.84095082996557,58.36214447021485,30890000
2019-04-01,58.890274595087455,59.51808520124541,58.83176010564364,59.45758819580078,27706000
2019-04-02,59.51064629415848,59.79628749892426,59.07375879410385,59.78289794921875,18288000
2019-04-03,60.13795828936731,60.52972083098244,59.76008470919259,60.04423522949219,22180000
2019-04-04,60.06803792748894,60.5272438521362,59.956460872264365,60.472694396972656,21022000
2019-04-05,60.46525792625682,60.51931175400298,60.00555635934501,60.07597351074219,20012000
2019-04-08,60.059108496061306,60.19994278464062,59.7412363054432,59.91876983642578,21750000
2019-04-09,59.601890367217,59.862731184859946,59.42782623456685,59.64155960083008,19668000
2019-04-10,59.760586220474245,59.95150554523385,59.54090149548977,59.82802581787109,15510000
2019-04-11,59.94952062749646,60.13994809903616,59.73330909773251,59.98373794555664,16998000
2019-04-12,60.282764136523824,60.65122078299202,60.16722204644514,60.635353088378906,24312000
2019-04-15,60.70279374064324,60.96116022045468,60.23020202953711,60.82379531860352,23796000
2019-04-16,60.99587332322984,61.29242215401881,60.74990513467327,61.09059143066406,22622000
2019-04-17,61.342999928729455,61.7446826240801,61.13968232787188,61.49871444702149,30366000
2019-04-18,61.73972217701901,61.78633778477125,61.46251424224108,61.56467056274414,24750000
2019-04-22,61.3266379946004,62.20289491593463,61.1629896255075,62.17413330078125,19084000
2019-04-23,62.3169510889072,63.199159301729445,62.08536372430836,63.008731842041016,31868000
2019-04-24,63.008730110515856,63.177834169649934,62.4741507737665,62.48604965209961,23396000
2019-04-25,62.994350322114855,63.11832566441089,62.38439375673757,62.847564697265625,31344000
2019-04-26,63.14708736238461,63.42132151606078,62.73152328568411,63.34743118286133,27228000
